uni_lemma,response_norm,block,proportion,sample
food,count,count_mass,0.5,kor1
food,solid,solidity,0.5,kor1
chair,shape,category_organization,0.8571428571428571,kor1
chair,count,count_mass,1,kor1
chair,solid,solidity,1,kor1
tooth,shape,category_organization,0.5,kor1
tooth,count,count_mass,1,kor1
tooth,solid,solidity,1,kor1
blanket,shape,category_organization,0.7142857142857143,kor1
blanket,count,count_mass,1,kor1
blanket,solid,solidity,0.8571428571428571,kor1
doll,shape,category_organization,0.75,kor1
doll,count,count_mass,1,kor1
doll,solid,solidity,1,kor1
mouth,shape,category_organization,0.8333333333333334,kor1
mouth,count,count_mass,1,kor1
mouth,solid,solidity,0.625,kor1
lip,shape,category_organization,0.6666666666666666,kor1
lip,count,count_mass,0.8888888888888888,kor1
lip,solid,solidity,0.7142857142857143,kor1
bicycle,shape,category_organization,0.5,kor1
bicycle,count,count_mass,1,kor1
bicycle,solid,solidity,1,kor1
jacket,shape,category_organization,0.6,kor1
jacket,count,count_mass,1,kor1
jacket,solid,solidity,0.7777777777777778,kor1
pajamas,shape,category_organization,0.2222222222222222,kor1
pajamas,count,count_mass,0.75,kor1
pajamas,solid,solidity,1,kor1
glove,shape,category_organization,0.8333333333333334,kor1
glove,count,count_mass,1,kor1
glove,solid,solidity,1,kor1
toy (object),shape,category_organization,0.3333333333333333,kor1
toy (object),count,count_mass,1,kor1
toy (object),solid,solidity,1,kor1
tray,shape,category_organization,0.6,kor1
tray,count,count_mass,1,kor1
tray,solid,solidity,1,kor1
microwave,shape,category_organization,0.4,kor1
microwave,count,count_mass,0.7777777777777778,kor1
microwave,solid,solidity,1,kor1
telephone,shape,category_organization,0.6666666666666666,kor1
telephone,count,count_mass,0.8333333333333334,kor1
telephone,solid,solidity,0.5,kor1
plate,shape,category_organization,0.5714285714285714,kor1
plate,count,count_mass,1,kor1
plate,solid,solidity,1,kor1
chopstick,shape,category_organization,0.8,kor1
chopstick,count,count_mass,1,kor1
chopstick,solid,solidity,1,kor1
paper,count,count_mass,1,kor1
paper,solid,solidity,1,kor1
pocket,shape,category_organization,0.6,kor1
pocket,count,count_mass,1,kor1
pocket,solid,solidity,0.5,kor1
mouse,shape,category_organization,0.9,kor1
mouse,count,count_mass,1,kor1
mouse,solid,solidity,0.75,kor1
wallet,shape,category_organization,0.5,kor1
wallet,count,count_mass,1,kor1
wallet,solid,solidity,1,kor1
roof,shape,category_organization,1,kor1
roof,count,count_mass,0.8,kor1
roof,solid,solidity,1,kor1
sparrow,shape,category_organization,0.6,kor1
sparrow,count,count_mass,1,kor1
sparrow,solid,solidity,1,kor1
book,shape,category_organization,0.4,kor1
book,count,count_mass,1,kor1
book,solid,solidity,0.8,kor1
vacuum,shape,category_organization,0.4,kor1
vacuum,count,count_mass,1,kor1
vacuum,solid,solidity,1,kor1
chocolate,shape,category_organization,0.2222222222222222,kor1
chocolate,count,count_mass,0.75,kor1
chocolate,solid,solidity,1,kor1
gun,shape,category_organization,0.6666666666666666,kor1
gun,count,count_mass,0.8571428571428571,kor1
gun,solid,solidity,1,kor1
skirt,shape,category_organization,0.8333333333333334,kor1
skirt,count,count_mass,1,kor1
skirt,solid,solidity,1,kor1
toothpaste,count,count_mass,0.6666666666666666,kor1
cheese,count,count_mass,0.6363636363636364,kor1
cheese,solid,solidity,0.6,kor1
bed,shape,category_organization,0.7142857142857143,kor1
bed,count,count_mass,1,kor1
bed,solid,solidity,1,kor1
toothbrush,shape,category_organization,0.6666666666666666,kor1
toothbrush,count,count_mass,1,kor1
toothbrush,solid,solidity,1,kor1
camera,shape,category_organization,0.4,kor1
camera,count,count_mass,0.8,kor1
camera,solid,solidity,1,kor1
knife,shape,category_organization,0.6,kor1
knife,count,count_mass,1,kor1
knife,solid,solidity,1,kor1
coffee,count,count_mass,0.3333333333333333,kor1
cup,shape,category_organization,0.5714285714285714,kor1
cup,count,count_mass,1,kor1
cup,solid,solidity,1,kor1
cake,shape,category_organization,0.4166666666666667,kor1
cake,count,count_mass,1,kor1
cake,solid,solidity,0.75,kor1
elephant,shape,category_organization,0.25,kor1
elephant,count,count_mass,1,kor1
elephant,solid,solidity,0.9090909090909092,kor1
coat,shape,category_organization,0.75,kor1
coat,count,count_mass,1,kor1
coat,solid,solidity,0.3333333333333333,kor1
coke,count,count_mass,0.5,kor1
beans,count,count_mass,1,kor1
beans,solid,solidity,0.7142857142857143,kor1
crayon,shape,category_organization,0.3333333333333333,kor1
crayon,count,count_mass,1,kor1
crayon,solid,solidity,0.9285714285714286,kor1
taxi,shape,category_organization,0.6666666666666666,kor1
taxi,count,count_mass,1,kor1
taxi,solid,solidity,1,kor1
chin,shape,category_organization,0.5,kor1
chin,count,count_mass,0.5714285714285714,kor1
chin,solid,solidity,1,kor1
tv,count,count_mass,1,kor1
tv,solid,solidity,1,kor1
bunny,shape,category_organization,0.3,kor1
bunny,count,count_mass,1,kor1
bunny,solid,solidity,1,kor1
tomato,shape,category_organization,0.3333333333333333,kor1
tomato,count,count_mass,1,kor1
tomato,solid,solidity,0.8333333333333334,kor1
truck,shape,category_organization,0.8333333333333334,kor1
truck,count,count_mass,1,kor1
truck,solid,solidity,1,kor1
arm,shape,category_organization,0.4615384615384616,kor1
arm,count,count_mass,1,kor1
arm,solid,solidity,0.8333333333333334,kor1
underpants,shape,category_organization,0.3333333333333333,kor1
underpants,count,count_mass,1,kor1
underpants,solid,solidity,0.8571428571428571,kor1
penguin,shape,category_organization,0.6,kor1
penguin,count,count_mass,1,kor1
penguin,solid,solidity,1,kor1
grapes,shape,category_organization,0.6666666666666666,kor1
grapes,count,count_mass,1,kor1
grapes,solid,solidity,0.8181818181818182,kor1
fork,shape,category_organization,1,kor1
fork,count,count_mass,1,kor1
fork,solid,solidity,1,kor1
glue (object),solid,solidity,0.7,kor1
grass,solid,solidity,0.7,kor1
balloon,shape,category_organization,0.3333333333333333,kor1
balloon,count,count_mass,1,kor1
balloon,solid,solidity,0.8571428571428571,kor1
piano,shape,category_organization,0.6666666666666666,kor1
piano,count,count_mass,1,kor1
piano,solid,solidity,1,kor1
pizza,shape,category_organization,0.3333333333333333,kor1
pizza,count,count_mass,1,kor1
pizza,solid,solidity,0.75,kor1
sky,shape,category_organization,0.25,kor1
hippopotamus,shape,category_organization,0.3333333333333333,kor1
hippopotamus,count,count_mass,0.6666666666666666,kor1
hippopotamus,solid,solidity,0.8461538461538461,kor1
hot dog,shape,category_organization,0.5,kor1
hot dog,count,count_mass,0.9,kor1
hot dog,solid,solidity,1,kor1
sun,shape,category_organization,0.6666666666666666,kor1
sun,count,count_mass,0.14285714285714285,kor1
sun,solid,solidity,0.2857142857142857,kor1
hamburger,shape,category_organization,0.125,kor1
hamburger,count,count_mass,1,kor1
hamburger,solid,solidity,0.8333333333333334,kor1
waist,shape,category_organization,0.75,kor1
waist,count,count_mass,0.5,kor1
waist,solid,solidity,1,kor1
belt,shape,category_organization,0.6666666666666666,kor1
belt,count,count_mass,1,kor1
belt,solid,solidity,0.8,kor1
helicopter,shape,category_organization,0.5714285714285714,kor1
helicopter,count,count_mass,1,kor1
helicopter,solid,solidity,1,kor1
tongue,shape,category_organization,0.625,kor1
tongue,count,count_mass,1,kor1
tongue,solid,solidity,1,kor1
pancake,count,count_mass,1,kor1
pancake,solid,solidity,0.625,kor1
tiger,shape,category_organization,0.16666666666666666,kor1
tiger,count,count_mass,1,kor1
tiger,solid,solidity,0.6666666666666666,kor1
pumpkin,shape,category_organization,0.25,kor1
pumpkin,count,count_mass,1,kor1
pumpkin,solid,solidity,1,kor1
bathroom,shape,category_organization,0.2857142857142857,kor1
bathroom,count,count_mass,0.8333333333333334,kor1
bathroom,solid,solidity,0.6666666666666666,kor1
tissue,shape,category_organization,0.2222222222222222,kor1
tissue,count,count_mass,0.6666666666666666,kor1
soil,solid,solidity,0.3333333333333333,kor1
bag,solid,solidity,0.9655172413793104,kor2
bag,count,count_mass,0.9666666666666668,kor2
bag,shape,category_organization,0.6551724137931034,kor2
scissors,count,count_mass,0.9666666666666668,kor2
scissors,shape,category_organization,0.6551724137931034,kor2
scissors,solid,solidity,0.9655172413793104,kor2
persimmon,count,count_mass,0.8787878787878788,kor2
persimmon,shape,category_organization,0.5172413793103449,kor2
persimmon,solid,solidity,0.7931034482758621,kor2
potato,shape,category_organization,0.4827586206896552,kor2
potato,count,count_mass,0.90625,kor2
potato,solid,solidity,0.8275862068965517,kor2
dog,solid,solidity,0.6551724137931034,kor2
dog,count,count_mass,0.8055555555555556,kor2
dog,shape,category_organization,0.6896551724137931,kor2
frog,count,count_mass,0.7777777777777778,kor2
frog,shape,category_organization,0.5517241379310345,kor2
frog,solid,solidity,0.6333333333333333,kor2
ant,count,count_mass,0.7027027027027027,kor2
ant,shape,category_organization,0.6206896551724138,kor2
ant,solid,solidity,0.6206896551724138,kor2
turtle,shape,category_organization,0.6206896551724138,kor2
turtle,count,count_mass,0.8055555555555556,kor2
turtle,solid,solidity,0.6551724137931034,kor2
rag,shape,category_organization,0.5172413793103449,kor2
rag,count,count_mass,0.9032258064516128,kor2
rag,solid,solidity,0.8275862068965517,kor2
stairs,count,count_mass,0.8,kor2
stairs,shape,category_organization,0.6551724137931034,kor2
stairs,solid,solidity,0.875,kor2
egg,shape,category_organization,0.4827586206896552,kor2
egg,count,count_mass,0.8285714285714286,kor2
egg,solid,solidity,0.6551724137931034,kor2
sweet potato,shape,category_organization,0.4827586206896552,kor2
sweet potato,count,count_mass,0.90625,kor2
sweet potato,solid,solidity,0.8275862068965517,kor2
meat,solid,solidity,0.5833333333333334,kor2
meat,shape,category_organization,0.41379310344827586,kor2
meat,count,count_mass,0.53125,kor2
cat,count,count_mass,0.8055555555555556,kor2
cat,solid,solidity,0.6206896551724138,kor2
cat,shape,category_organization,0.7241379310344828,kor2
pepper,count,count_mass,0.7714285714285715,kor2
pepper,shape,category_organization,0.8275862068965517,kor2
pepper,solid,solidity,0.6666666666666666,kor2
bear,count,count_mass,0.8055555555555556,kor2
bear,solid,solidity,0.6551724137931034,kor2
bear,shape,category_organization,0.6551724137931034,kor2
dinosaur,shape,category_organization,0.6896551724137931,kor2
dinosaur,count,count_mass,0.6666666666666666,kor2
dinosaur,solid,solidity,0.59375,kor2
fruit,shape,category_organization,0.41379310344827586,kor2
fruit,solid,solidity,0.71875,kor2
fruit,count,count_mass,0.7575757575757576,kor2
shoes/dress shoes,count,count_mass,0.9666666666666668,kor2
shoes/dress shoes,solid,solidity,0.9655172413793104,kor2
shoes/dress shoes,shape,category_organization,0.6206896551724138,kor2
cloud,shape,category_organization,0.4482758620689655,kor2
cloud,count,count_mass,0.20833333333333337,kor2
soup,solid,solidity,0.1111111111111111,kor2
soup,count,count_mass,0.5,kor2
soup,shape,category_organization,0.3103448275862069,kor2
noodles,solid,solidity,0.3783783783783784,kor2
noodles,count,count_mass,0.4615384615384616,kor2
noodles,shape,category_organization,0.3448275862068966,kor2
ear,solid,solidity,0.7,kor2
ear,count,count_mass,0.8235294117647058,kor2
ear,shape,category_organization,0.8275862068965517,kor2
tangerine,shape,category_organization,0.5172413793103449,kor2
tangerine,count,count_mass,0.8787878787878788,kor2
tangerine,solid,solidity,0.7931034482758621,kor2
swings,shape,category_organization,0.7586206896551724,kor2
swings,count,count_mass,0.9333333333333332,kor2
swings,solid,solidity,0.9655172413793104,kor2
plate (more curved and round),shape,category_organization,0.6206896551724138,kor2
plate (more curved and round),count,count_mass,0.9666666666666668,kor2
plate (more curved and round),solid,solidity,0.9655172413793104,kor2
picture/artwork,solid,solidity,0.7419354838709677,kor2
picture/artwork,shape,category_organization,0.5172413793103449,kor2
picture/artwork,count,count_mass,0.696969696969697,kor2
giraffe,solid,solidity,0.6551724137931034,kor2
giraffe,count,count_mass,0.8055555555555556,kor2
giraffe,shape,category_organization,0.6206896551724138,kor2
diaper,shape,category_organization,0.6206896551724138,kor2
diaper,count,count_mass,0.7575757575757576,kor2
diaper,solid,solidity,0.7931034482758621,kor2
train,count,count_mass,0.8666666666666667,kor2
train,shape,category_organization,0.6428571428571429,kor2
train,solid,solidity,0.9032258064516128,kor2
path,shape,category_organization,0.6896551724137931,kor2
path,count,count_mass,0.3928571428571429,kor2
path,solid,solidity,0.4827586206896552,kor2
seweed,shape,category_organization,0.3793103448275862,kor2
seweed,solid,solidity,0.5757575757575758,kor2
seweed,count,count_mass,0.6764705882352942,kor2
kimchi,count,count_mass,0.5833333333333334,kor2
kimchi,shape,category_organization,0.4827586206896552,kor2
kimchi,solid,solidity,0.5588235294117647,kor2
gum,solid,solidity,0.7096774193548387,kor2
gum,shape,category_organization,0.3103448275862069,kor2
gum,count,count_mass,0.7575757575757576,kor2
flower,count,count_mass,0.7575757575757576,kor2
flower,shape,category_organization,0.5172413793103449,kor2
flower,solid,solidity,0.6896551724137931,kor2
tree,shape,category_organization,0.5862068965517241,kor2
tree,count,count_mass,0.7878787878787878,kor2
tree,solid,solidity,0.7586206896551724,kor2
butterfly,solid,solidity,0.6551724137931034,kor2
butterfly,count,count_mass,0.7222222222222222,kor2
butterfly,shape,category_organization,0.6896551724137931,kor2
refrigerator,solid,solidity,0.9655172413793104,kor2
refrigerator,shape,category_organization,0.6896551724137931,kor2
refrigerator,count,count_mass,0.9666666666666668,kor2
snow,solid,solidity,0.3103448275862069,kor2
eye,solid,solidity,0.6,kor2
snow,count,count_mass,0.16129032258064516,kor2
eye,count,count_mass,0.7567567567567568,kor2
eye,shape,category_organization,0.6896551724137931,kor2
snow,shape,category_organization,0.3793103448275862,kor2
snowman,shape,category_organization,0.41379310344827586,kor2
snowman,solid,solidity,0.5517241379310345,kor2
snowman,count,count_mass,0.6857142857142857,kor2
squirrel,count,count_mass,0.8055555555555556,kor2
squirrel,shape,category_organization,0.6896551724137931,kor2
squirrel,solid,solidity,0.6551724137931034,kor2
leg,solid,solidity,0.7,kor2
leg,shape,category_organization,0.8275862068965517,kor2
leg,count,count_mass,0.7941176470588235,kor2
button,shape,category_organization,0.6551724137931034,kor2
button,count,count_mass,0.8666666666666667,kor2
button,solid,solidity,0.9333333333333332,kor2
moon,solid,solidity,0.6551724137931034,kor2
moon,shape,category_organization,0.5172413793103449,kor2
moon,count,count_mass,0.7428571428571429,kor2
chicken/rooster,solid,solidity,0.6551724137931034,kor2
chicken/rooster,shape,category_organization,0.6551724137931034,kor2
chicken/rooster,count,count_mass,0.8055555555555556,kor2
chicken,solid,solidity,0.6875,kor2
chicken,count,count_mass,0.696969696969697,kor2
chicken,shape,category_organization,0.4827586206896552,kor2
carrot,shape,category_organization,0.4482758620689655,kor2
carrot,count,count_mass,0.90625,kor2
carrot,solid,solidity,0.8275862068965517,kor2
donut,count,count_mass,0.8787878787878788,kor2
donut,solid,solidity,0.7586206896551724,kor2
donut,shape,category_organization,0.5862068965517241,kor2
money,shape,category_organization,0.5172413793103449,kor2
money,count,count_mass,0.696969696969697,kor2
money,solid,solidity,0.696969696969697,kor2
rock,shape,category_organization,0.4482758620689655,kor2
rock,count,count_mass,0.7333333333333333,kor2
rock,solid,solidity,0.9310344827586208,kor2
animal,count,count_mass,0.6756756756756757,kor2
animal,shape,category_organization,0.5862068965517241,kor2
animal,solid,solidity,0.5625,kor2
pig,shape,category_organization,0.6206896551724138,kor2
pig,count,count_mass,0.8055555555555556,kor2
pig,solid,solidity,0.6551724137931034,kor2
back,count,count_mass,0.5833333333333334,kor2
back,shape,category_organization,0.7931034482758621,kor2
back,solid,solidity,0.59375,kor2
strawberry,shape,category_organization,0.5172413793103449,kor2
strawberry,count,count_mass,0.8787878787878788,kor2
strawberry,solid,solidity,0.7586206896551724,kor2
ground,shape,category_organization,0.4482758620689655,kor2
ground,solid,solidity,0.6551724137931034,kor2
ground,count,count_mass,0.13333333333333333,kor2
peanut,count,count_mass,0.875,kor2
peanut,shape,category_organization,0.5172413793103449,kor2
peanut,solid,solidity,0.8275862068965517,kor2
rice cake,shape,category_organization,0.5517241379310345,kor2
rice cake,count,count_mass,0.90625,kor2
rice cake,solid,solidity,0.7586206896551724,kor2
anus,count,count_mass,0.6842105263157895,kor2
anus,solid,solidity,0.5862068965517241,kor2
anus,shape,category_organization,0.7586206896551724,kor2
radio,shape,category_organization,0.6206896551724138,kor2
radio,count,count_mass,0.935483870967742,kor2
radio,solid,solidity,0.9310344827586208,kor2
ramen,count,count_mass,0.6097560975609756,kor2
ramen,solid,solidity,0.4375,kor2
ramen,shape,category_organization,0.4827586206896552,kor2
robot,shape,category_organization,0.6206896551724138,kor2
robot,solid,solidity,0.8484848484848485,kor2
robot,count,count_mass,0.8333333333333334,kor2
horse,count,count_mass,0.8055555555555556,kor2
horse,solid,solidity,0.6551724137931034,kor2
horse,shape,category_organization,0.6551724137931034,kor2
hammer,solid,solidity,0.9655172413793104,kor2
hammer,shape,category_organization,0.7241379310344828,kor2
hammer,count,count_mass,0.9666666666666668,kor2
head,solid,solidity,0.7,kor2
head,count,count_mass,0.8235294117647058,kor2
head,shape,category_organization,0.8275862068965517,kor2
hair,shape,category_organization,0.4827586206896552,kor2
hair,solid,solidity,0.59375,kor2
hair,count,count_mass,0.6060606060606061,kor2
melon,count,count_mass,0.90625,kor2
melon,solid,solidity,0.8275862068965517,kor2
melon,shape,category_organization,0.4482758620689655,kor2
sand,shape,category_organization,0.3103448275862069,kor2
sand,count,count_mass,0.14814814814814814,kor2
sand,solid,solidity,0.7241379310344828,kor2
hat,count,count_mass,0.935483870967742,kor2
hat,solid,solidity,0.896551724137931,kor2
hat,shape,category_organization,0.6206896551724138,kor2
neck,solid,solidity,0.6666666666666666,kor2
neck,count,count_mass,0.8,kor2
neck,shape,category_organization,0.8620689655172413,kor2
necklace,count,count_mass,0.9333333333333332,kor2
necklace,shape,category_organization,0.6206896551724138,kor2
necklace,solid,solidity,0.9655172413793104,kor2
scarf,count,count_mass,0.875,kor2
scarf,shape,category_organization,0.6206896551724138,kor2
scarf,solid,solidity,0.8275862068965517,kor2
bathtub,count,count_mass,0.6842105263157895,kor2
bathtub,solid,solidity,0.6333333333333333,kor2
bathtub,shape,category_organization,0.6206896551724138,kor2
body,solid,solidity,0.5555555555555556,kor2
body,count,count_mass,0.6,kor2
body,shape,category_organization,0.8620689655172413,kor2
nail,count,count_mass,0.9666666666666668,kor2
nail,solid,solidity,0.9655172413793104,kor2
nail,shape,category_organization,0.6206896551724138,kor2
radish,solid,solidity,0.8275862068965517,kor2
radish,count,count_mass,0.90625,kor2
radish,shape,category_organization,0.5172413793103449,kor2
knee,count,count_mass,0.7297297297297297,kor2
knee,solid,solidity,0.6,kor2
knee,shape,category_organization,0.8275862068965517,kor2
door,solid,solidity,0.9333333333333332,kor2
door,count,count_mass,0.9333333333333332,kor2
door,shape,category_organization,0.5862068965517241,kor2
slide,shape,category_organization,0.7241379310344828,kor2
slide,solid,solidity,0.9655172413793104,kor2
slide,count,count_mass,0.9666666666666668,kor2
banana,shape,category_organization,0.4827586206896552,kor2
banana,count,count_mass,0.90625,kor2
banana,solid,solidity,0.7931034482758621,kor2
stone,shape,category_organization,0.4827586206896552,kor2
stone,count,count_mass,0.75,kor2
stone,solid,solidity,0.9655172413793104,kor2
pants,solid,solidity,0.8275862068965517,kor2
pants,shape,category_organization,0.6551724137931034,kor2
pants,count,count_mass,0.90625,kor2
foot,count,count_mass,0.8529411764705882,kor2
foot,shape,category_organization,0.8620689655172413,kor2
foot,solid,solidity,0.7241379310344828,kor2
ankle,count,count_mass,0.8055555555555556,kor2
ankle,solid,solidity,0.6551724137931034,kor2
ankle,shape,category_organization,0.8620689655172413,kor2
toenail,shape,category_organization,0.6896551724137931,kor2
toenail,count,count_mass,0.8787878787878788,kor2
toenail,solid,solidity,0.7931034482758621,kor2
chestnut,shape,category_organization,0.4827586206896552,kor2
chestnut,count,count_mass,0.90625,kor2
chestnut,solid,solidity,0.8275862068965517,kor2
room,shape,category_organization,0.6551724137931034,kor2
room,count,count_mass,0.7714285714285715,kor2
room,solid,solidity,0.7,kor2
stomach,count,count_mass,0.6756756756756757,kor2
stomach,shape,category_organization,0.8275862068965517,kor2
boat,count,count_mass,0.9333333333333332,kor2
boat,shape,category_organization,0.6428571428571429,kor2
stomach,solid,solidity,0.5806451612903226,kor2
boat,solid,solidity,0.9333333333333332,kor2
belly button,count,count_mass,0.7631578947368421,kor2
belly button,solid,solidity,0.5862068965517241,kor2
belly button,shape,category_organization,0.7586206896551724,kor2
napa cabbage,shape,category_organization,0.5172413793103449,kor2
napa cabbage,solid,solidity,0.7931034482758621,kor2
napa cabbage,count,count_mass,0.875,kor2
snake,shape,category_organization,0.6551724137931034,kor2
snake,count,count_mass,0.7777777777777778,kor2
snake,solid,solidity,0.6333333333333333,kor2
bus,shape,category_organization,0.5714285714285714,kor2
bus,solid,solidity,0.9333333333333332,kor2
bus,count,count_mass,0.9333333333333332,kor2
bee,shape,category_organization,0.6896551724137931,kor2
bee,count,count_mass,0.6944444444444444,kor2
bee,solid,solidity,0.6551724137931034,kor2
bug,shape,category_organization,0.6206896551724138,kor2
bug,solid,solidity,0.6333333333333333,kor2
bug,count,count_mass,0.6666666666666666,kor2
pillow,count,count_mass,0.9032258064516128,kor2
pillow,solid,solidity,0.8333333333333334,kor2
pillow,shape,category_organization,0.6551724137931034,kor2
star,solid,solidity,0.5862068965517241,kor2
star,count,count_mass,0.5588235294117647,kor2
star,shape,category_organization,0.5517241379310345,kor2
bottle,solid,solidity,0.9655172413793104,kor2
bottle,count,count_mass,0.9666666666666668,kor2
bottle,shape,category_organization,0.7241379310344828,kor2
chick,shape,category_organization,0.6206896551724138,kor2
chick,solid,solidity,0.6551724137931034,kor2
chick,count,count_mass,0.8055555555555556,kor2
peach,count,count_mass,0.90625,kor2
peach,shape,category_organization,0.4482758620689655,kor2
peach,solid,solidity,0.7931034482758621,kor2
owl,shape,category_organization,0.6896551724137931,kor2
owl,count,count_mass,0.8055555555555556,kor2
owl,solid,solidity,0.6551724137931034,kor2
kitchen,shape,category_organization,0.6896551724137931,kor2
kitchen,count,count_mass,0.5945945945945946,kor2
kitchen,solid,solidity,0.5625,kor2
fire,count,count_mass,0.16129032258064516,kor2
fire,shape,category_organization,0.3103448275862069,kor2
rain,shape,category_organization,0.3448275862068966,kor2
rain,count,count_mass,0.03571428571428571,kor2
rain,solid,solidity,0.03448275862068965,kor2
soap,solid,solidity,0.7333333333333333,kor2
soap,shape,category_organization,0.4482758620689655,kor2
soap,count,count_mass,0.875,kor2
soap bubble,shape,category_organization,0.2413793103448276,kor2
soap bubble,solid,solidity,0.05714285714285714,kor2
soap bubble,count,count_mass,0.4375,kor2
pigeon,solid,solidity,0.6551724137931034,kor2
pigeon,count,count_mass,0.8055555555555556,kor2
pigeon,shape,category_organization,0.6896551724137931,kor2
plane,solid,solidity,0.9333333333333332,kor2
plane,shape,category_organization,0.6428571428571429,kor2
plane,count,count_mass,0.9333333333333332,kor2
brush,count,count_mass,0.9666666666666668,kor2
brush,solid,solidity,0.9655172413793104,kor2
brush,shape,category_organization,0.7586206896551724,kor2
broomstick,count,count_mass,0.9333333333333332,kor2
broomstick,shape,category_organization,0.7241379310344828,kor2
broomstick,solid,solidity,0.9310344827586208,kor2
cheek,shape,category_organization,0.7037037037037037,kor2
cheek,solid,solidity,0.6551724137931034,kor2
cheek,count,count_mass,0.75,kor2
apple,count,count_mass,0.90625,kor2
apple,solid,solidity,0.8275862068965517,kor2
apple,shape,category_organization,0.4482758620689655,kor2
ladder,shape,category_organization,0.6551724137931034,kor2
ladder,count,count_mass,0.9642857142857144,kor2
ladder,solid,solidity,0.9655172413793104,kor2
deer,solid,solidity,0.6551724137931034,kor2
deer,count,count_mass,0.8055555555555556,kor2
deer,shape,category_organization,0.6896551724137931,kor2
carbonated drink,shape,category_organization,0.27586206896551724,kor2
carbonated drink,solid,solidity,0.08333333333333333,kor2
carbonated drink,count,count_mass,0.59375,kor2
lion,shape,category_organization,0.6896551724137931,kor2
lion,count,count_mass,0.8055555555555556,kor2
lion,solid,solidity,0.6551724137931034,kor2
candy,solid,solidity,0.8,kor2
candy,count,count_mass,0.875,kor2
candy,shape,category_organization,0.3793103448275862,kor2
box,solid,solidity,0.9655172413793104,kor2
box,shape,category_organization,0.7241379310344828,kor2
box,count,count_mass,0.9,kor2
bird,shape,category_organization,0.7586206896551724,kor2
bird,count,count_mass,0.75,kor2
bird,solid,solidity,0.6129032258064516,kor2
drawer,shape,category_organization,0.7241379310344828,kor2
drawer,solid,solidity,0.9,kor2
drawer,count,count_mass,0.8666666666666667,kor2
gift/present,count,count_mass,0.575,kor2
gift/present,shape,category_organization,0.4827586206896552,kor2
gift/present,solid,solidity,0.5625,kor2
sugar,shape,category_organization,0.20689655172413793,kor2
sugar,count,count_mass,0.4411764705882353,kor2
sugar,solid,solidity,0.5428571428571428,kor2
laundry machine/washer,count,count_mass,0.9666666666666668,kor2
laundry machine/washer,shape,category_organization,0.6896551724137931,kor2
laundry machine/washer,solid,solidity,0.9655172413793104,kor2
cow,count,count_mass,0.8055555555555556,kor2
cow,shape,category_organization,0.6896551724137931,kor2
cow,solid,solidity,0.6551724137931034,kor2
salt,solid,solidity,0.5428571428571428,kor2
salt,shape,category_organization,0.27586206896551724,kor2
salt,count,count_mass,0.4117647058823529,kor2
sofa,count,count_mass,0.935483870967742,kor2
sofa,shape,category_organization,0.6896551724137931,kor2
sofa,solid,solidity,0.8620689655172413,kor2
hand,solid,solidity,0.6896551724137931,kor2
hand,shape,category_organization,0.8275862068965517,kor2
hand,count,count_mass,0.8285714285714286,kor2
finger,solid,solidity,0.6896551724137931,kor2
finger,count,count_mass,0.8285714285714286,kor2
finger,shape,category_organization,0.7931034482758621,kor2
calf,shape,category_organization,0.7586206896551724,kor2
calf,solid,solidity,0.6551724137931034,kor2
calf,count,count_mass,0.8055555555555556,kor2
towel,shape,category_organization,0.5862068965517241,kor2
towel,count,count_mass,0.8484848484848485,kor2
towel,solid,solidity,0.7666666666666667,kor2
watermelon,shape,category_organization,0.5517241379310345,kor2
watermelon,count,count_mass,0.90625,kor2
watermelon,solid,solidity,0.8275862068965517,kor2
spoon,count,count_mass,0.9333333333333332,kor2
spoon,shape,category_organization,0.6206896551724138,kor2
spoon,solid,solidity,0.9333333333333332,kor2
spaghetti,shape,category_organization,0.3448275862068966,kor2
spaghetti,solid,solidity,0.5555555555555556,kor2
spaghetti,count,count_mass,0.5294117647058824,kor2
clock/watch,solid,solidity,0.9655172413793104,kor2
clock/watch,shape,category_organization,0.6896551724137931,kor2
clock/watch,count,count_mass,0.9666666666666668,kor2
see-saw,count,count_mass,0.9310344827586208,kor2
see-saw,solid,solidity,0.9655172413793104,kor2
see-saw,shape,category_organization,0.6896551724137931,kor2
shoes,count,count_mass,0.9666666666666668,kor2
shoes,shape,category_organization,0.6206896551724138,kor2
shoes,solid,solidity,0.9655172413793104,kor2
rice,count,count_mass,0.5161290322580645,kor2
rice,solid,solidity,0.6764705882352942,kor2
rice,shape,category_organization,0.4482758620689655,kor2
sled,solid,solidity,0.875,kor2
sled,count,count_mass,0.7666666666666667,kor2
sled,shape,category_organization,0.6785714285714286,kor2
garbage,shape,category_organization,0.41379310344827586,kor2
garbage,count,count_mass,0.30952380952380953,kor2
garbage,solid,solidity,0.3611111111111111,kor2
trash can,shape,category_organization,0.7586206896551724,kor2
trash can,count,count_mass,0.9666666666666668,kor2
trash can,solid,solidity,0.9655172413793104,kor2
ice cream,shape,category_organization,0.41379310344827586,kor2
ice cream,solid,solidity,0.24242424242424243,kor2
ice cream,count,count_mass,0.6,kor2
crocodile,shape,category_organization,0.6896551724137931,kor2
crocodile,solid,solidity,0.6333333333333333,kor2
crocodile,count,count_mass,0.7777777777777778,kor2
glasses,shape,category_organization,0.6551724137931034,kor2
glasses,solid,solidity,0.9655172413793104,kor2
